, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
890," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , CP ,  2x2 , 350   , B11SD069A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200964,Std Sku,3200960,No,320,16,964,960,96.0,37.80,96.0,37.80,Y,107.5,16,,Bristol,2.965996,3.138124,2.860020,3.138799,2.973422,3.859035,3.626832,3.693658,3.391253,3.146224,3.067248,3.063198,8.964140,9.971256,10.711743,9.276670,38.923809,3.243651,0.322266
893," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , BW ,  2x2 , 330   , B16SD012A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801401,Std Sku,3801400,No,380,20,1401,1400,140.0,55.12,70.0,27.56,N,77.0,3,,Bristol,1.706845,1.806065,1.645721,1.806484,1.711031,2.220949,2.086981,2.125497,1.951756,1.810670,1.765037,1.762944,5.158631,5.738464,6.164233,5.338651,22.399980,1.866665,0.185469
894," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , CP ,  2x2 , 275   , B16SD066A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,58.5,8,,Bristol,0.363738,0.384580,0.350836,0.384580,0.364731,0.472909,0.444624,0.452564,0.415842,0.385572,0.376144,0.375648,1.099154,1.222220,1.313030,1.137364,4.771768,0.397647,0.039400
895," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , CP ,  2x2 , 200   , B17SD011A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,57.0,9,,Bristol,0.839370,0.888205,0.809393,0.888205,0.841788,1.092245,1.026488,1.045345,0.959764,0.890622,0.867897,0.866930,2.536968,2.822237,3.031596,2.625450,11.016251,0.918021,0.091215
896," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , CP ,  2x2 , 275   , B17SD037A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,95.0,37.40,Y,65.0,8,,Bristol,25.752963,27.249392,24.834482,27.256107,25.820111,33.512330,31.492151,32.072017,29.449430,27.319417,26.634993,26.598062,77.836837,86.588548,93.013599,80.552472,337.991456,28.165955,2.798747
898," WestRockPackaging Syst.UK,LTD ", BRITVIC SOFT DRINKS , BRITVIC - SOLIHULL , United Kingdom        , CP ,  2x3 , 275   , B17SD039A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800880,Std Sku,3800880,Yes,380,20,880,880,88.0,34.65,88.0,34.65,Y,64.5,5,,Bristol,2.065899,2.186256,1.992275,2.186697,2.071631,2.688403,2.526605,2.572896,2.362602,2.191546,2.136879,2.133793,6.244430,6.946730,7.462103,6.462218,27.115480,2.259623,0.224511
902," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP ,  2x2 , 275   , B12B058A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,95.0,37.40,Y,66.0,8,,Bristol,0.430024,0.454861,0.414440,0.454861,0.430998,0.559080,0.525477,0.535217,0.491386,0.455835,0.444634,0.443660,1.299325,1.444939,1.552080,1.344129,5.640474,0.470039,0.046638
903," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP , 2x3 , 275   , B12B059A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150880,Std Sku,4150880,Yes,415,22,880,880,88.0,34.65,88.0,34.65,Y,66.5,5,,Bristol,0.691488,0.731696,0.667164,0.732193,0.693473,0.899976,0.845869,0.861257,0.790768,0.733682,0.715315,0.714322,2.090348,2.325642,2.497894,2.163319,9.077202,0.756434,0.075138
904," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP ,  2x4 , 275   , B12B060A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150935,Std Sku,4150935,Yes,415,22,935,935,93.5,36.81,93.5,36.81,Y,66.0,4,,Bristol,1.226470,1.298184,1.183022,1.298184,1.230134,1.596033,1.500240,1.527460,1.402876,1.301325,1.268870,1.266776,3.707676,4.124351,4.430576,3.836971,16.099574,1.341631,0.133249
906," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP ,  2x3 , 330   , B16B010A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150935,Std Sku,4150935,Yes,415,22,935,935,93.5,36.81,93.5,36.81,Y,70.5,5,,Bristol,1.603088,1.695907,1.546055,1.696467,1.607002,2.085636,1.960386,1.996172,1.832900,1.700381,1.657885,1.655648,4.845050,5.389105,5.789458,5.013914,21.037527,1.753127,0.174131
907," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP ,  2x2 , 330   , B16B013A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800965,Std Sku,3800965,Yes,380,20,965,965,96.5,37.99,96.5,37.99,Y,69.5,8,,Bristol,8.645820,9.147994,8.337432,9.150077,8.668220,11.250454,10.572207,10.767034,9.886668,9.171435,8.941707,8.929204,26.131245,29.068751,31.225908,27.042346,113.468251,9.455688,0.939531
908," WestRockPackaging Syst.UK,LTD ", Carlsberg Europe , CARLSBERG SUPPLY COMPANY AG , United Kingdom , CP ,  2x5 , 330   , B16B014A-PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4300912,Std Sku,4300895,No,430,23,912,895,89.5,35.24,89.5,35.24,Y,70.0,3,,Bristol,1.242802,1.314936,1.198751,1.315487,1.246106,1.617240,1.519776,1.547859,1.421211,1.318240,1.285202,1.283550,3.756489,4.178833,4.488845,3.886992,16.311158,1.359263,0.135054
909," WestRockPackaging Syst.UK,LTD ", COTT UK , COTT BEVERAGES LTD - KEGWORTH , United Kingdom        , DD ,  2x2 , 250   , B08SD131A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201305,Std Sku,3201300,No,320,16,1305,1300,65.0,25.59,65.0,25.59,Y,101.0,4,,Bristol,3.615148,3.825127,3.486327,3.825985,3.624595,4.704116,4.420709,4.502296,4.133868,3.835003,3.738816,3.733664,10.926602,12.154696,13.056873,11.307483,47.445654,3.953804,0.392837
911," WestRockPackaging Syst.UK,LTD ", COTT UK , COTT BEVERAGES LTD - KEGWORTH , United Kingdom        , FM ,  2x5 , 250   , B14SD005A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800880,Std Sku,3800880,Yes,380,20,880,880,88.0,34.65,88.0,34.65,Y,101.0,4,,Bristol,1.589873,1.682380,1.533265,1.683070,1.594015,2.068975,1.944712,1.979920,1.818379,1.686522,1.644411,1.642340,4.805518,5.346061,5.743011,4.973272,20.867862,1.738988,0.172813
912," WestRockPackaging Syst.UK,LTD ", GLOBAL BRANDS UK , GLOBAL BRANDS LTD , United Kingdom        , CP ,  2x2 , 330   , B14B023A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,68.5,8,,Bristol,1.875488,1.984558,1.808449,1.985090,1.880276,2.440528,2.293149,2.335714,2.144706,1.989347,1.939866,1.937206,5.668495,6.305895,6.773569,5.866419,24.614377,2.051198,0.203794
913," WestRockPackaging Syst.UK,LTD ", GLOBAL BRANDS UK , GLOBAL BRANDS LTD , United Kingdom        , CP ,  2x2 , 275   , B15B017A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800935,Std Sku,3800930,No,380,20,935,930,93.0,36.61,93.0,36.61,Y,65.0,8,,Bristol,0.183585,0.194384,0.177012,0.194384,0.184055,0.238989,0.224434,0.228660,0.209879,0.194854,0.189689,0.189689,0.554981,0.617428,0.662972,0.574232,2.409614,0.200801,0.019961
917," WestRockPackaging Syst.UK,LTD ", GREENE KING UK , GREENE KING PLC , United Kingdom        , CP ,  2x2 , 500   , B15B004A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,61.5,7,,Bristol,0.817994,0.865467,0.788780,0.865989,0.820081,1.064227,1.000060,1.018841,0.935372,0.867554,0.846165,0.844600,2.472241,2.750296,2.954273,2.558318,10.735129,0.894594,0.088860
918," WestRockPackaging Syst.UK,LTD ", GREENE KING UK , GREENE KING PLC , United Kingdom        , CP ,  2x2 , 500   , B15B005A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,63.0,7,,Bristol,0.149099,0.158184,0.143755,0.158184,0.149633,0.193989,0.182766,0.185973,0.170475,0.158184,0.154443,0.154443,0.451037,0.501805,0.539213,0.467069,1.959124,0.163260,0.016215
919," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  4x6 , 500   , B00B158B/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4801230,Normal,4801230,Yes,480,26,1230,1230,123.0,48.43,123.0,48.43,Y,91.2,2,,Bristol,1.512199,1.599144,1.458270,1.600245,1.515500,1.966739,1.848976,1.883094,1.729013,1.603547,1.563926,1.561725,4.569613,5.082484,5.461084,4.729197,19.842378,1.653531,0.164207
920," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x2 , 275   , B03B177A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800935,Std Sku,3800935,Yes,380,20,935,935,93.5,36.81,93.5,36.81,Y,125.5,16,,Bristol,4.353866,4.606330,4.198013,4.607242,4.364803,5.665403,5.323620,5.422053,4.978191,4.618179,4.502428,4.496048,13.158209,14.637448,15.723864,13.616655,57.136176,4.761348,0.473224
922," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , FM ,  2x4 , 470   , B05B159A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4450965,Std Sku,4450965,Yes,445,24,965,965,96.5,37.99,96.5,37.99,Y,126.0,4,,Bristol,8.551270,9.047845,8.246025,9.050057,8.573389,11.127047,10.456836,10.649273,9.778883,9.071070,8.844349,8.832183,25.845140,28.750493,30.884992,26.747602,112.228227,9.352352,0.929208
923," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  4x6 , 470   , B06B082A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4801230,Normal,4801230,Yes,480,26,1230,1230,123.0,48.43,123.0,48.43,Y,91.2,2,,Bristol,6.730054,7.120760,6.490127,7.122961,6.747663,8.757324,8.230146,8.380926,7.696364,7.139470,6.960075,6.951271,20.340941,22.627949,24.307436,21.050816,88.327142,7.360595,0.731289
924," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  3x6 , 470   , B11B114A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4151200,Std Sku,4151200,Yes,415,22,1200,1200,120.0,47.24,120.0,47.24,Y,76.0,2,,Bristol,2.323934,2.459316,2.241157,2.460090,2.330123,3.024827,2.842255,2.894860,2.658135,2.465505,2.403616,2.400522,7.024407,7.815040,8.395250,7.269642,30.504339,2.542028,0.252764
925," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  3x4 , 470   , B12B011A/R/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150935,Std Sku,4150935,Yes,415,22,935,935,93.5,36.81,93.5,36.81,Y,73.0,2,,Bristol,0.999319,1.057217,0.964001,1.057796,1.002214,1.300389,1.222226,1.244807,1.142906,1.060112,1.033479,1.032321,3.020538,3.360399,3.609939,3.125912,13.116789,1.093066,0.108599
926," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x2 , 330   , B12B017A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150880,Std Sku,4150880,Yes,415,22,880,880,88.0,34.65,88.0,34.65,Y,108.0,14,,Bristol,1.593024,1.685736,1.535785,1.685736,1.597055,2.072705,1.947746,1.984024,1.821175,1.689766,1.647845,1.645426,4.814545,5.355496,5.752945,4.983038,20.906023,1.742169,0.173079
927," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x3 , 330   , B12B067A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4450965,Std Sku,4450920,No,445,24,965,920,92.0,36.22,92.0,36.22,Y,108.5,10,,Bristol,6.634338,7.020213,6.398273,7.022029,6.652497,8.633628,8.113376,8.262279,7.586770,7.038372,6.862231,6.852244,20.052824,22.308154,23.962425,20.752848,87.076250,7.256354,0.720928
930," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  2x4 , 470   , B14B018B/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4450965,Std Sku,4450965,Yes,445,24,965,965,96.5,37.99,96.5,37.99,Y,126.0,4,,Bristol,24.186203,25.591876,23.323555,25.597405,24.249242,31.473362,29.575537,30.120775,27.657806,25.657127,25.014565,24.979175,73.101633,81.320009,87.354118,75.650867,317.426628,26.452219,2.628428
931," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x3 , 470   , B14B028A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,120.0,10,,Bristol,7.118173,7.532009,6.864651,7.533873,7.136814,9.262852,8.704546,8.864861,8.140647,7.551583,7.362374,7.352121,21.514833,23.933539,25.710053,22.266077,93.424503,7.785375,0.773516
932," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x2 , 375   , B14B030A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800935,Std Sku,3800935,Yes,380,20,935,935,93.5,36.81,93.5,36.81,Y,107.5,14,,Bristol,4.362555,4.616283,4.207196,4.617064,4.374266,5.676475,5.334528,5.432896,4.988677,4.627994,4.511669,4.505424,13.186035,14.667805,15.756101,13.645087,57.255027,4.771252,0.473949
933," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x3 , 375   , B14B031A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,107.5,10,,Bristol,1.594800,1.687482,1.538022,1.688317,1.598975,2.075745,1.950499,1.986403,1.823583,1.692492,1.649909,1.647404,4.820305,5.363038,5.760486,4.989805,20.933633,1.744469,0.173373
934," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , BW ,  2x3 , 330   , B15B010A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501390,Normal,3501390,Yes,350,18,1390,1390,139.0,54.72,139.0,54.72,Y,92.5,6,,Bristol,53.118086,56.205020,51.224165,56.218818,53.256980,69.122131,64.955321,66.152014,60.742520,56.348513,54.937501,54.860235,160.547271,178.597928,191.849855,166.146249,697.141303,58.095109,5.772558
935," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , BW ,  2x3 , 330   , B15B012A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501272,Fastrunner,3501270,No,350,18,1272,1270,127.0,50.00,127.0,50.00,Y,89.8,5,,Bristol,4.364169,4.617094,4.208335,4.618725,4.375592,5.678560,5.335888,5.434611,4.989953,4.629332,4.513476,4.506949,13.189598,14.672877,15.760452,13.649757,57.272685,4.772724,0.474101
936," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x2 , 330   , B15B023A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801015,Fastrunner,3801035,No,380,20,1015,1015,101.5,39.96,101.5,39.96,Y,125.0,16,,Bristol,6.131787,6.488520,5.912723,6.489525,6.147865,7.978759,7.498426,7.636095,7.012063,6.504598,6.341807,6.332763,18.533030,20.616149,22.146583,19.179168,80.474930,6.706244,0.666319
937," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , BW ,  2x2 , 330   , B16B038A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501272,Fastrunner,3501270,No,350,18,1272,1270,127.0,50.00,127.0,50.00,Y,73.0,6,,Bristol,2.606562,2.757782,2.513044,2.758446,2.613195,3.391184,3.186903,3.245932,2.980634,2.765078,2.695437,2.691458,7.877389,8.762824,9.413469,8.151973,34.205655,2.850471,0.283198
938," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , DD ,  2x5 , 330   , B16B039A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,56.0,2,,Bristol,4.944662,5.232172,4.768502,5.233477,4.957711,6.434411,6.046858,6.158209,5.654522,5.245656,5.114297,5.106903,14.945336,16.625598,17.859589,15.466856,64.897379,5.408115,0.537359
939," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO GB LTD , United Kingdom        , CP ,  2x2 , 330   , B96133B/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4150880,Std Sku,4150880,Yes,415,22,880,880,88.0,34.65,88.0,34.65,Y,55.0,7,,Bristol,0.686863,0.726687,0.662230,0.726687,0.688505,0.893784,0.839591,0.855192,0.785397,0.728330,0.710265,0.709444,2.075780,2.308977,2.480180,2.148039,9.012976,0.751081,0.074624
940," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO NI , United Kingdom        , CP ,  2x2 , 470   , B14B015A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800935,Std Sku,3800935,Yes,380,20,935,935,93.5,36.81,93.5,36.81,Y,119.5,14,,Bristol,44.782727,47.385405,43.185886,47.396687,44.899887,58.275171,54.762987,55.771427,51.210882,47.506904,46.317084,46.251995,135.354018,150.571745,161.745297,140.075983,587.747043,48.978920,4.866699
941," WestRockPackaging Syst.UK,LTD ", DIAGEO Europe , DIAGEO NI , United Kingdom        , CP ,  2x2 , 500   , B14B029A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800935,Std Sku,3800930,No,380,20,935,930,93.0,36.61,93.0,36.61,Y,63.0,7,,Bristol,0.967956,1.023931,0.933370,1.024386,0.970231,1.259207,1.183209,1.205052,1.106755,1.026661,1.000721,0.999356,2.925256,3.253824,3.495016,3.026739,12.700835,1.058403,0.105096
942," WestRockPackaging Syst.UK,LTD ", HALEWOOD UK , HALEWOOD INTERNATIONAL , United Kingdom        , CP ,  2x2 , 200   , B16SD053A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801330,Std Sku,3801330,Yes,380,20,1330,1330,133.0,52.36,66.5,26.18,N,91.0,12,,Bristol,0.352054,0.372265,0.339363,0.372735,0.352994,0.457811,0.430549,0.438540,0.402347,0.373205,0.364275,0.363805,1.063683,1.183541,1.271437,1.101285,4.619946,0.384995,0.038218
943," WestRockPackaging Syst.UK,LTD ", PRINCES UK , PRINCES LTD , United Kingdom        , CP ,  1x3 , 220   , B06F013A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151200,Std Sku,4151200,Yes,415,22,1200,1200,120.0,47.24,60.0,23.62,N,99.5,18,,Bristol,1.098912,1.162720,1.059919,1.163227,1.101951,1.430105,1.343509,1.368323,1.256406,1.165759,1.136387,1.134868,3.321551,3.695283,3.968238,3.437013,14.422085,1.201840,0.119345
957," WestRockPackaging Syst.UK,LTD ", InBev Europe , AB Inbev , United Kingdom        , DD , 3x4 , 500   , B13B034A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151270,Exception,4151270,Yes,415,22,1270,1270,127.0,50.00,127.0,50.00,Y,78.0,3,,Bristol,2.854453,3.020829,2.752778,3.021670,2.862015,3.714906,3.490550,3.555252,3.264512,3.028392,2.952766,2.948565,8.628060,9.598591,10.310314,8.929723,37.466688,3.122224,0.310229
958," WestRockPackaging Syst.UK,LTD ", InBev Europe , AB Inbev , United Kingdom        , CP , 2x3 , 275   , B17B024A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4150880,Std Sku,4150880,Yes,415,22,880,880,88.0,34.65,88.0,34.65,Y,127.5,10,,Bristol,7.316085,7.740564,7.055306,7.742468,7.335120,9.519381,8.945477,9.111081,8.365862,7.760551,7.566394,7.555925,22.111955,24.596968,26.422420,22.882870,96.014213,8.001184,0.794825
959," WestRockPackaging Syst.UK,LTD ", InBev Europe , AB Inbev , United Kingdom        , CP , 2x3 , 300   , B17B025A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4150935,Std Sku,4150935,Yes,415,22,935,935,93.5,36.81,93.5,36.81,Y,132.5,10,,Bristol,20.999897,22.219978,20.250614,22.225233,21.054543,27.327294,25.679502,26.152401,24.013844,22.276726,21.718705,21.689280,63.470489,70.607070,75.845747,65.684710,275.608017,22.967335,2.282220
960," WestRockPackaging Syst.UK,LTD ", THOMAS HARDY UK , THOMAS HARDY - KENDAL , United Kingdom        , CP ,  2x2 , 275   , B01B214D/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4150950,No,415,22,1000,950,95.0,37.40,95.0,37.40,Y,102.0,16,,Bristol,0.201381,0.212889,0.193983,0.212889,0.201381,0.261385,0.245767,0.249877,0.230150,0.212889,0.207957,0.207957,0.608253,0.675654,0.725794,0.628802,2.638504,0.219875,0.021709
962," WestRockPackaging Syst.UK,LTD ", PERNOD RICARD Europe , CHIVAS BROTHERS LTD , United Kingdom        , CP ,  2x6 , 50   , B00S004A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801085,Std Sku,3801085,Yes,380,20,1085,1085,108.5,42.72,54.2,21.34,N,75.0,4,,Bristol,1.148019,1.214639,1.107289,1.214955,1.151176,1.494066,1.403765,1.429656,1.312833,1.217796,1.187486,1.185591,3.469946,3.860197,4.146254,3.590873,15.067270,1.255606,0.124741
963," WestRockPackaging Syst.UK,LTD ", PERNOD RICARD Europe , CHIVAS BROTHERS LTD , United Kingdom        , CP ,  2x6 , 50   , B00S005B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800935,Std Sku,3800930,No,380,20,935,930,93.0,36.61,93.0,36.61,Y,69.0,8,,Bristol,0.129091,0.136567,0.124107,0.136567,0.129091,0.167470,0.157501,0.160492,0.147533,0.136567,0.133577,0.133078,0.389765,0.433128,0.465525,0.403223,1.691642,0.140970,0.013952
964," WestRockPackaging Syst.UK,LTD ", PERNOD RICARD Europe , CHIVAS BROTHERS LTD , United Kingdom        , CP ,  2x6 , 50   , B09S005C/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500933,Std Sku,3500930,No,350,18,933,930,93.0,36.61,93.0,36.61,Y,66.5,10,,Bristol,1.175118,1.243254,1.133087,1.243696,1.178215,1.529070,1.437042,1.463146,1.343688,1.246351,1.215380,1.213611,3.551459,3.950981,4.243876,3.675342,15.421658,1.285138,0.127674
967," WestRockPackaging Syst.UK,LTD ", PERNOD RICARD Europe , CHIVAS BROTHERS LTD , United Kingdom        , CP ,  2x6 , 50   , B92088A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801401,Std Sku,3801400,No,380,20,1401,1400,140.0,55.12,69.0,27.17,N,72.0,6,,Bristol,0.550257,0.582285,0.530577,0.582285,0.551801,0.715797,0.672579,0.685313,0.628975,0.583828,0.569165,0.568393,1.663119,1.849882,1.986868,1.721386,7.221255,0.601771,0.059706
969," WestRockPackaging Syst.UK,LTD ", DALE FARM UK LTD , DALE FARM (GB) LTD , United Kingdom        , CP ,  1x3 , 100   , B13D011A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800940,Std Sku,3800940,Yes,380,20,940,940,94.0,37.01,94.0,37.01,Y,64.0,20,,Bristol,15.145309,16.025188,14.605140,16.029393,15.185028,19.708247,18.520435,18.861545,17.319071,16.066308,15.663984,15.642022,45.775637,50.922668,54.701052,47.372314,198.771670,16.564306,1.645878
970," WestRockPackaging Syst.UK,LTD ", DALE FARM UK LTD , DALE FARM (GB) LTD , United Kingdom        , CP ,  1x2 , 125   , B13D012A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500940,No,350,18,988,940,94.0,37.01,94.0,37.01,Y,64.0,30,,Bristol,0.128685,0.136002,0.123951,0.136002,0.129115,0.167420,0.157090,0.160103,0.147192,0.136432,0.132989,0.132989,0.388637,0.432537,0.464385,0.402410,1.687969,0.140664,0.013953
971," WestRockPackaging Syst.UK,LTD ", DALE FARM UK LTD , DALE FARM (GB) LTD , United Kingdom        , CP ,  1x1 , 800   , B14D001B/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201305,Std Sku,3201300,No,320,16,1305,1300,65.0,25.59,65.0,25.59,Y,96.0,14,,Bristol,0.207338,0.219583,0.199992,0.219583,0.208154,0.269784,0.253459,0.258356,0.237133,0.219991,0.214685,0.214277,0.626912,0.697521,0.748948,0.648952,2.722333,0.226861,0.022483
